Tipo de residuo;Comunidades y Ciudades Autónomas;Periodo;Total
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);07 Castilla y León;2017;28717
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);07 Castilla y León;2016;11829
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);07 Castilla y León;2015;13041
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);07 Castilla y León;2014;13139
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);07 Castilla y León;2013;14062
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);07 Castilla y León;2012;12644
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);07 Castilla y León;2011;23539
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);07 Castilla y León;2010;33977
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);08 Castilla - La Mancha;2021;10228
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);08 Castilla - La Mancha;2020;1237
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);08 Castilla - La Mancha;2019;8269
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);08 Castilla - La Mancha;2018;9959
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);08 Castilla - La Mancha;2017;29996
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);08 Castilla - La Mancha;2016;86875
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);08 Castilla - La Mancha;2015;40640
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);08 Castilla - La Mancha;2014;38474
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);08 Castilla - La Mancha;2013;29375
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);08 Castilla - La Mancha;2012;13005
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);08 Castilla - La Mancha;2011;11306
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);08 Castilla - La Mancha;2010;31588
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);09 Cataluña;2021;52949
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);09 Cataluña;2020;65339
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);09 Cataluña;2019;135031
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);09 Cataluña;2018;117245
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);09 Cataluña;2017;105836
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);09 Cataluña;2016;163348
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);09 Cataluña;2015;94157
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);09 Cataluña;2014;100042
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);09 Cataluña;2013;86516
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);09 Cataluña;2012;83700
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);09 Cataluña;2011;55438
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);09 Cataluña;2010;77627
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);10 Comunitat Valenciana;2021;12316
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);10 Comunitat Valenciana;2020;2998
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);10 Comunitat Valenciana;2019;66030
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);10 Comunitat Valenciana;2018;100906
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);10 Comunitat Valenciana;2017;70823
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);10 Comunitat Valenciana;2016;82055
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);10 Comunitat Valenciana;2015;44483
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);10 Comunitat Valenciana;2014;44376
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);10 Comunitat Valenciana;2013;28634
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);10 Comunitat Valenciana;2012;45969
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);10 Comunitat Valenciana;2011;91753
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);10 Comunitat Valenciana;2010;59550
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);11 Extremadura;2021;0
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);11 Extremadura;2020;0
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);11 Extremadura;2019;26407
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);11 Extremadura;2018;23809
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);11 Extremadura;2017;13280
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);11 Extremadura;2016;17444
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);11 Extremadura;2015;4207
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);11 Extremadura;2014;4236
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);11 Extremadura;2013;3695
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);11 Extremadura;2012;5628
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);11 Extremadura;2011;6465
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);11 Extremadura;2010;16706
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);12 Galicia;2021;3665
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);12 Galicia;2020;1852
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);12 Galicia;2019;16269
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);12 Galicia;2018;13508
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);12 Galicia;2017;12507
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);12 Galicia;2016;12217
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);12 Galicia;2015;14872
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);12 Galicia;2014;14984
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);12 Galicia;2013;8990
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);12 Galicia;2012;9232
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);12 Galicia;2011;21650
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);12 Galicia;2010;23130
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);13 Comunidad de Madrid;2021;45153
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);13 Comunidad de Madrid;2020;63011
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);13 Comunidad de Madrid;2019;49665
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);13 Comunidad de Madrid;2018;27001
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);13 Comunidad de Madrid;2017;44938
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);13 Comunidad de Madrid;2016;59683
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);13 Comunidad de Madrid;2015;50243
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);13 Comunidad de Madrid;2014;51997
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);13 Comunidad de Madrid;2013;51035
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);13 Comunidad de Madrid;2012;51972
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);13 Comunidad de Madrid;2011;30682
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);13 Comunidad de Madrid;2010;66879
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);14 Región de Murcia;2021;6385
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);14 Región de Murcia;2020;4825
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);14 Región de Murcia;2019;13436
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);14 Región de Murcia;2018;7768
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);14 Región de Murcia;2017;13814
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);14 Región de Murcia;2016;10283
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);14 Región de Murcia;2015;11306
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);14 Región de Murcia;2014;11546
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);14 Región de Murcia;2013;3814
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);14 Región de Murcia;2012;3488
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);14 Región de Murcia;2011;1694
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);14 Región de Murcia;2010;15924
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);15 Comunidad Foral de Navarra;2021;0
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);15 Comunidad Foral de Navarra;2020;11
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);15 Comunidad Foral de Navarra;2019;20662
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);15 Comunidad Foral de Navarra;2018;20058
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);15 Comunidad Foral de Navarra;2017;16568
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);15 Comunidad Foral de Navarra;2016;12147
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);15 Comunidad Foral de Navarra;2015;2865
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);15 Comunidad Foral de Navarra;2014;2950
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);15 Comunidad Foral de Navarra;2013;9686
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);15 Comunidad Foral de Navarra;2012;9262
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);15 Comunidad Foral de Navarra;2011;8984
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);15 Comunidad Foral de Navarra;2010;10709
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);16 País Vasco;2021;4378
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);16 País Vasco;2020;4090
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);16 País Vasco;2019;25525
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);16 País Vasco;2018;25268
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);16 País Vasco;2017;20175
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);16 País Vasco;2016;30764
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);16 País Vasco;2015;8447
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);16 País Vasco;2014;7293
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);16 País Vasco;2013;22008
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);16 País Vasco;2012;10149
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);16 País Vasco;2011;11062
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);16 País Vasco;2010;24083
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);17 La Rioja;2021;376
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);17 La Rioja;2020;351
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);17 La Rioja;2019;2431
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);17 La Rioja;2018;3193
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);17 La Rioja;2017;1592
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);17 La Rioja;2016;1529
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);17 La Rioja;2015;842
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);17 La Rioja;2014;846
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);17 La Rioja;2013;8702
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);17 La Rioja;2012;1040
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);17 La Rioja;2011;741
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);17 La Rioja;2010;1276
06 Residuos metálicos;Total Nacional;2021;26812
06 Residuos metálicos;Total Nacional;2020;22964
06 Residuos metálicos;Total Nacional;2019;21887
06 Residuos metálicos;Total Nacional;2018;20939
06 Residuos metálicos;Total Nacional;2017;20940
06 Residuos metálicos;Total Nacional;2016;20376
06 Residuos metálicos;Total Nacional;2015;22430
06 Residuos metálicos;Total Nacional;2014;22598
06 Residuos metálicos;Total Nacional;2013;20985
06 Residuos metálicos;Total Nacional;2012;34640
06 Residuos metálicos;Total Nacional;2011;43394
06 Residuos metálicos;Total Nacional;2010;56416
06 Residuos metálicos;01 Andalucía;2021;2513
06 Residuos metálicos;01 Andalucía;2020;1574
06 Residuos metálicos;01 Andalucía;2019;1235
06 Residuos metálicos;01 Andalucía;2018;1600
06 Residuos metálicos;01 Andalucía;2017;4627
